lei,legal_name,review_priority_score,review_reason,review_status,entity_type,review_note,coverage_gap_priority_score,reason_flags,uie_country,uie_source,evidence_tier,uie_confidence,predicted_parent_country,prediction_probability,confidence_gap,top3_countries,top3_probabilities,direct_parent_name,direct_parent_country,ultimate_parent_name,ultimate_parent_country,ctos_registered_malaysia,ctos_name,ctos_match_score,ctos_match_method,override_reason,source_url,source_note,city,size_proxy,has_parent_link,has_ultimate_link,foreign_parent,is_non_consolidating,has_exception_filed,has_inferred_parent,in_address_cluster
98450000C9F7C0D0C937,Forexer Limited,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,shared_address_cluster;missing_direct_parent;missing_ultimate_parent,OFFSHORE,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.9775,OFFSHORE,0.9775,0.9631,OFFSHORE;MIDEAST_AFRICA;US,0.9775;0.0144;0.006,,,,,0.0,,,,,,,Federal Territories Of Labuan,1.3976854846715725,0,0,0,0,1,0,1
549300VPHXTZICD80Q17,GE Aerospace (Malaysia) SDN. BHD.,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,US,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.5935,US,0.5935,0.1991,US;SG;DE,0.5935;0.3944;0.0116,,,,,0.0,,,,,,,SUBANG,1.3976854846715725,0,0,0,1,1,0,0
BEXU05T0SA7FQQ81QC73,GE ENGINE SERVICES MALAYSIA SDN. BHD.,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,US,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.9904,US,0.9904,0.9834,US;DE;SG,0.9904;0.007;0.002,,,,,0.0,,,,,,,SUBANG JAYA,1.3976854846715725,0,0,0,1,1,0,0
894500SMZX9IOGGK9802,GH CAPITAL ENTERPRISE,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,US,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.5961,US,0.5961,0.2955,US;GB;DE,0.5961;0.3006;0.1026,,,,,0.0,,,,,,,KUALA LUMPUR,1.3976854846715725,0,0,0,1,1,0,0
2549007C5XL6BT63ZN26,GLAND CAPITAL (L) BHD,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,DE,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.5005,DE,0.5005,0.2996,DE;US;GB,0.5005;0.2009;0.1992,,,,,0.0,,,,,,,VICTORIA,1.3976854846715725,0,0,0,1,1,0,0
5493007FLO0ON2T1OV29,GLOBAL ASIA PACIFIC INDUSTRIES SDN. BHD.,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,shared_address_cluster;missing_direct_parent;missing_ultimate_parent,US,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.9265,US,0.9265,0.8549,US;GB;DE,0.9265;0.0717;0.0011,,,,,0.0,,,,,,,KUALA LUMPUR,1.3976854846715725,0,0,0,0,0,0,1
5493004V626DRA7ND375,GOLDEN MAESTRO SDN. BHD.,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,shared_address_cluster;missing_direct_parent;missing_ultimate_parent,US,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.6191,US,0.6191,0.2968,US;GB;DE,0.6191;0.3223;0.0549,,,,,0.0,,,,,,,KUALA LUMPUR,1.3976854846715725,0,0,0,0,0,0,1
875500I3MBIB5LTWP922,GPS Klang Terminal Sdn Bhd,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,SG,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.8428,SG,0.8428,0.7586,SG;US;OFFSHORE,0.8428;0.0842;0.066,,,,,0.0,,,,,,,Kuala Lumpur,1.3976854846715725,0,0,0,1,1,0,0
549300LJLG16CM4M0779,GREAT ALLIANCE CAPITAL LIMITED,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,shared_address_cluster;missing_direct_parent;missing_ultimate_parent,US,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.9696,US,0.9696,0.9538,US;DE;GB,0.9696;0.0159;0.0076,,,,,0.0,,,,,,,VICTORIA,1.3976854846715725,0,0,0,0,1,0,1
54930007MUYPWDS1NX83,GREEN POINT PRECISION (M) SDN. BHD.,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,US,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.9652,US,0.9652,0.9323,US;DE;SG,0.9652;0.0329;0.0018,,,,,0.0,,,,,,,SUNGAI PETANI,1.3976854846715725,0,0,0,1,1,0,0
254900HJTT9G7J09ZD73,Green Packet Berhad,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,GB,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.5448,GB,0.5448,0.0983,GB;DE;US,0.5448;0.4466;0.0044,,,,,0.0,,,,,,,Petaling Jaya,1.3976854846715725,0,0,0,1,1,0,0
213800CVIVYQGBBUPX29,HIROSE FINANCIAL MY LIMITED,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,shared_address_cluster;missing_direct_parent;missing_ultimate_parent,US,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.8384,US,0.8384,0.6916,US;DE;GB,0.8384;0.1469;0.0084,,,,,0.0,,,,,,,LABUAN,1.3976854846715725,0,0,0,0,0,0,1
2549000XR7DAHU2G2F33,HM Holding Limited,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,shared_address_cluster;missing_direct_parent;missing_ultimate_parent,GB,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.8394,GB,0.8394,0.7338,GB;US;SG,0.8394;0.1057;0.0359,,,,,0.0,,,,,,,Victoria,1.3976854846715725,0,0,0,0,1,0,1
213800U4E6CA2NKI2931,HNG CAPITAL SDN. BHD,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,US,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.9789,US,0.9789,0.9654,US;DE;GB,0.9789;0.0135;0.005,,,,,0.0,,,,,,,PULAU PINANG,1.3976854846715725,0,0,0,1,1,0,0
254900T3UR2IDVBZNO21,HOME MART PLUS (M) SDN. BHD.,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,shared_address_cluster;missing_direct_parent;missing_ultimate_parent,SG,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.5161,SG,0.5161,0.1087,SG;GB;ASIA_OTHER,0.5161;0.4074;0.0707,,,,,0.0,,,,,,,Kuala Lumpur,1.3976854846715725,0,0,0,0,1,0,1
254900BFF3BBUSTT2S46,HONG LEONG ASSURANCE BERHAD,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,shared_address_cluster;missing_direct_parent;missing_ultimate_parent,US,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.8926,US,0.8926,0.8449,US;SG;DE,0.8926;0.0477;0.0333,,,,,0.0,,,,,,,KUALA LUMPUR,1.3976854846715725,0,0,0,0,1,0,1
549300BUPYUQGB5BFX94,HONG LEONG BANK BERHAD,0.5391,validate_model_only_investor_economy,todo,financial_institution,,0.3590731048434652,shared_address_cluster;missing_direct_parent;missing_ultimate_parent,GB,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.991,GB,0.991,0.9852,GB;DE;SG,0.991;0.0058;0.0015,,,,,0.0,,,,,,,KUALA LUMPUR,1.3976854846715725,0,0,0,0,0,0,1
5493009QM9VZS6YXIF76,HONG LEONG ISLAMIC BANK BERHAD,0.5391,validate_model_only_investor_economy,todo,financial_institution,,0.3590731048434652,non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,DE,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.8899,DE,0.8899,0.8219,DE;EUROPE;US,0.8899;0.068;0.0192,,,,,0.0,,,,,,,KUALA LUMPUR,1.3976854846715725,0,0,0,1,1,0,0
254900WKE54JVXPCU221,HONG SOON HUNG (M) SDN BHD,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,US,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.787,US,0.787,0.6925,US;DE;GB,0.787;0.0945;0.0401,,,,,0.0,,,,,,,JOHOR BAHRU,1.3976854846715725,0,0,0,1,1,0,0
5493000MF8VBROZS0327,High Frequency Ltd.,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,GB,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.9523,GB,0.9523,0.9071,GB;DE;EUROPE,0.9523;0.0452;0.0019,,,,,0.0,,,,,,,VICTORIA,1.3976854846715725,0,0,0,1,1,0,0
254900QANEXGLBXWCI91,Hoe Bee Sendirian Berhad,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,DE,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.8855,DE,0.8855,0.7894,DE;US;OFFSHORE,0.8855;0.0961;0.012,,,,,0.0,,,,,,,BUTTERWORTH,1.3976854846715725,0,0,0,1,1,0,0
2549007PS1EQFHVQDI98,Holiday Tours & Travel Sdn Bhd,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,SG,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.981,SG,0.981,0.9624,SG;EUROPE;US,0.981;0.0186;0.0003,,,,,0.0,,,,,,,Kuala Lumpur,1.3976854846715725,0,0,0,1,1,0,0
254900ST5C7S2KXWEJ12,Hong Leong Asset Management Bhd.,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,shared_address_cluster;missing_direct_parent;missing_ultimate_parent,SG,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.8903,SG,0.8903,0.7896,SG;EUROPE;US,0.8903;0.1007;0.0058,,,,,0.0,,,,,,,Kuala Lumpur,1.3976854846715725,0,0,0,0,1,0,1
2549001NGQBVE9IJ7Z68,Hong Leong Islamic Asset Management Sdn. Bhd.,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,shared_address_cluster;missing_direct_parent;missing_ultimate_parent,US,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.6401,US,0.6401,0.2862,US;SG;ASIA_OTHER,0.6401;0.3538;0.0026,,,,,0.0,,,,,,,Kuala Lumpur,1.3976854846715725,0,0,0,0,1,0,1
254900B0DP1W9BH51M82,Hong Leong MSIG Takaful Berhad,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,shared_address_cluster;missing_direct_parent;missing_ultimate_parent,SG,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.4828,SG,0.4828,0.0115,SG;EUROPE;US,0.4828;0.4713;0.0394,,,,,0.0,,,,,,,Kuala Lumpur,1.3976854846715725,0,0,0,0,1,0,1
984500M9022AC5B80327,Hunter TR Inc.,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,DE,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.8116,DE,0.8116,0.7386,DE;MIDEAST_AFRICA;GB,0.8116;0.073;0.0653,,,,,0.0,,,,,,,Labuan,1.3976854846715725,0,0,0,1,1,0,0
213800U1MUEDBHVN5561,IBLORD LTD.,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,OFFSHORE,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.9965,OFFSHORE,0.9965,0.9945,OFFSHORE;DE;GB,0.9965;0.002;0.0008,,,,,0.0,,,,,,,JALAN MERDEKA,1.3976854846715725,0,0,0,1,1,0,0
2138003WOEU9MXBN9T08,ICE-FX MARKETS LIMITED,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,shared_address_cluster;missing_direct_parent;missing_ultimate_parent,GB,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.7989,GB,0.7989,0.6774,GB;US;DE,0.7989;0.1215;0.0741,,,,,0.0,,,,,,,LABUAN,1.3976854846715725,0,0,0,0,1,0,1
254900FG8NH5KWA7KT65,IDBIF Malaysia Investments II Ltd,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,US,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.5708,US,0.5708,0.2989,US;DE;SG,0.5708;0.2719;0.1072,,,,,0.0,,,,,,,LABUAN,1.3976854846715725,0,0,0,1,1,0,0
2549006T7ZP2TBZ8N030,IDEAL FORCE SDN. BHD.,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,shared_address_cluster;missing_direct_parent;missing_ultimate_parent,SG,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.8719,SG,0.8719,0.7497,SG;US;GB,0.8719;0.1222;0.0041,,,,,0.0,,,,,,,Kuala Lumpur,1.3976854846715725,0,0,0,0,1,0,1
2549007CQQ2EBO5HLX96,IJM CORPORATION BERHAD,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,GB,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.9254,GB,0.9254,0.8849,GB;DE;US,0.9254;0.0405;0.0296,,,,,0.0,,,,,,,PETALING JAYA,1.3976854846715725,0,0,0,1,1,0,0
98450057U78C9FG20E03,IKHLAS COM TRAVEL SDN. BHD.,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,DE,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.9099,DE,0.9099,0.8411,DE;GB;EUROPE,0.9099;0.0688;0.0193,,,,,0.0,,,,,,,KUALA LUMPUR,1.3976854846715725,0,0,0,1,1,0,0
254900KKSM9PEEM6QI85,ILHAM CAPITAL VENTURES SDN. BHD.,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,EUROPE,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.4614,EUROPE,0.4614,0.0494,EUROPE;US;DE,0.4614;0.412;0.1237,,,,,0.0,,,,,,,Petaling Jaya,1.3976854846715725,0,0,0,1,1,0,0
2549003QY653X4XOAK09,INDUSTRIAL PROPERTY MANAGEMENT SDN. BHD.,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,DE,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.8242,DE,0.8242,0.6977,DE;US;EUROPE,0.8242;0.1265;0.0357,,,,,0.0,,,,,,,KUALA LUMPUR,1.3976854846715725,0,0,0,1,1,0,0
9845003CE9DDBB686807,INNOHEDGE LIMITED,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,shared_address_cluster;missing_direct_parent;missing_ultimate_parent,OFFSHORE,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.9425,OFFSHORE,0.9425,0.8861,OFFSHORE;MIDEAST_AFRICA;EUROPE,0.9425;0.0564;0.0007,,,,,0.0,,,,,,,Labuan,1.3976854846715725,0,0,0,0,1,0,1
254900BIPDABJISL5H38,INTAN MAHSURI SDN BHD,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,US,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.4675,US,0.4675,0.1694,US;DE;GB,0.4675;0.2982;0.2244,,,,,0.0,,,,,,,GEORGETOWN,1.3976854846715725,0,0,0,1,1,0,0
549300E2S5HR8NLX3018,INTEL MICROELECTRONICS (M) SDN. BHD.,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,shared_address_cluster;missing_direct_parent;missing_ultimate_parent,US,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.9972,US,0.9972,0.9947,US;DE;SG,0.9972;0.0025;0.0002,,,,,0.0,,,,,,,PULAU PINANG,1.3976854846715725,0,0,0,0,1,0,1
549300BW6BVJ6D74BZ38,INTEL MSC SDN. BHD.,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,shared_address_cluster;missing_direct_parent;missing_ultimate_parent,GB,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.5168,GB,0.5168,0.0382,GB;US;DE,0.5168;0.4786;0.0025,,,,,0.0,,,,,,,GEORGE TOWN,1.3976854846715725,0,0,0,0,0,0,1
549300Z6HVTJ3QYFP178,INTEL TECHNOLOGY SDN BHD,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,shared_address_cluster;missing_direct_parent;missing_ultimate_parent,US,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.9607,US,0.9607,0.9435,US;GB;OFFSHORE,0.9607;0.0171;0.0122,,,,,0.0,,,,,,,GEORGE TOWN,1.3976854846715725,0,0,0,0,1,0,1
5493005G0K2W8VYY6X43,INTERSIL INTERNATIONAL OPERATIONS SDN. BHD.,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,shared_address_cluster;missing_direct_parent;missing_ultimate_parent,US,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.997,US,0.997,0.9942,US;GB;DE,0.997;0.0027;0.0002,,,,,0.0,,,,,,,PETALING JAYA,1.3976854846715725,0,0,0,0,0,0,1
254900PL19L02FHACY66,INTERVEST KOREA MALAYSIA OIF B SDN. BHD.,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,US,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.9774,US,0.9774,0.9635,US;EUROPE;DE,0.9774;0.0139;0.0025,,,,,0.0,,,,,,,PETALING JAYA,1.3976854846715725,0,0,0,1,1,0,0
549300X7UWHMKP3F4R66,IRC LIMITED,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,OFFSHORE,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.9917,OFFSHORE,0.9917,0.9861,OFFSHORE;DE;US,0.9917;0.0056;0.0024,,,,,0.0,,,,,,,Labuan,1.3976854846715725,0,0,0,1,1,0,0
254900BQ0SMB7C23MP26,ITMC FIDUCIARY LIMITED,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,shared_address_cluster;missing_direct_parent;missing_ultimate_parent,GB,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.7972,GB,0.7972,0.6522,GB;US;SG,0.7972;0.145;0.0471,,,,,0.0,,,,,,,Labuan,1.3976854846715725,0,0,0,0,1,0,1
2549002S5182YWI23Q10,Innosin Technologies Sdn. Bhd.,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,DE,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.8658,DE,0.8658,0.7379,DE;EUROPE;GB,0.8658;0.1278;0.0059,,,,,0.0,,,,,,,Ulu Tiram,1.3976854846715725,0,0,0,1,1,0,0
254900HPASVIEAAYVX67,Insurans Islam Taib Family Takaful Sdn Bhd,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,SG,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.8914,SG,0.8914,0.7972,SG;US;ASIA_OTHER,0.8914;0.0942;0.0086,,,,,0.0,,,,,,,Kuala Lumpur,1.3976854846715725,0,0,0,1,1,0,0
213800HQ9LZEGCYPIB98,J R LANKESTER WILL TRUST,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,US,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.9945,US,0.9945,0.9914,US;DE;GB,0.9945;0.0032;0.0017,,,,,0.0,,,,,,,SUBANG JAYA,1.3976854846715725,0,0,0,1,1,0,0
254900DMBXXKANTLBT07,J.C.CHANG PRIVATE LIMITED,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,DE,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.6238,DE,0.6238,0.3159,DE;US;OFFSHORE,0.6238;0.3079;0.0279,,,,,0.0,,,,,,,Johor Bahru,1.3976854846715725,0,0,0,1,1,0,0
549300NW74OPUHT7JO96,JABIL CIRCUIT SDN BHD,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,US,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.631,US,0.631,0.2862,US;DE;GB,0.631;0.3447;0.0226,,,,,0.0,,,,,,,KUALA LUMPUR,1.3976854846715725,0,0,0,1,1,0,0
549300PHEYEGW57WS656,JABIL SDN. BHD.,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,US,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.981,US,0.981,0.9641,US;DE;SG,0.981;0.0169;0.0009,,,,,0.0,,,,,,,PULAU PINANG,1.3976854846715725,0,0,0,1,1,0,0
254900E0AQHI5NM1NX52,JIA ASSET MANAGEMENT SDN. BHD.,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,DE,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.4151,DE,0.4151,0.0083,DE;GB;EUROPE,0.4151;0.4068;0.1767,,,,,0.0,,,,,,,KUALA LUMPUR,1.3976854846715725,0,0,0,1,1,0,0
984500E5786CBAAHD976,JML MAINTENANCE SDN. BHD.,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,DE,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.9545,DE,0.9545,0.9183,DE;OFFSHORE;US,0.9545;0.0362;0.0085,,,,,0.0,,,,,,,KUALA LUMPUR,1.3976854846715725,0,0,0,1,1,0,0
213800LUCCWOF5D4ST08,JUNE ELIZABETH ANN GARNETT WILL TRUST,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,US,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.4559,US,0.4559,0.0104,US;SG;DE,0.4559;0.4455;0.0764,,,,,0.0,,,,,,,KUALA LUMPUR,1.3976854846715725,0,0,0,1,1,0,0
9845002F0K094JA61471,JUNZ CAPITAL MANAGEMENT,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,GB,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.6322,GB,0.6322,0.4087,GB;DE;US,0.6322;0.2235;0.1354,,,,,0.0,,,,,,,Sungai Petani,1.3976854846715725,0,0,0,1,1,0,0
2549001NBX5IFYGTIJ22,Jiaxing Technology Sdn Bhd,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,DE,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.8757,DE,0.8757,0.7972,DE;EUROPE;GB,0.8757;0.0785;0.0315,,,,,0.0,,,,,,,Johor Bahru,1.3976854846715725,0,0,0,1,1,0,0
2549004UUAF4IKLBAV11,Jurutera Minsar Consult SDN. BHD.,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,US,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.7337,US,0.7337,0.4968,US;DE;GB,0.7337;0.2369;0.0226,,,,,0.0,,,,,,,Kuching,1.3976854846715725,0,0,0,1,1,0,0
549300XKVG87LXEBBJ87,KINGSHOE MANUFACTURING SDN. BHD.,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,US,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.952,US,0.952,0.9277,US;DE;GB,0.952;0.0243;0.0166,,,,,0.0,,,,,,,JOHOR BAHRU,1.3976854846715725,0,0,0,1,1,0,0
254900S4ER6IFVO45G95,KJ Glovice FX Limited,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,shared_address_cluster;missing_direct_parent;missing_ultimate_parent,US,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.7016,US,0.7016,0.4488,US;GB;SG,0.7016;0.2528;0.0289,,,,,0.0,,,,,,,Kota Kinabalu,1.3976854846715725,0,0,0,0,1,0,1
254900FD4F0LAAP9OB87,KOPERASI CO-OPBANK PERTAMA MALAYSIA BERHAD,0.5391,validate_model_only_investor_economy,todo,financial_institution,,0.3590731048434652,non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,SG,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.8913,SG,0.8913,0.828,SG;US;DE,0.8913;0.0633;0.0293,,,,,0.0,,,,,,,Kuala Lumpur,1.3976854846715725,0,0,0,1,1,0,0
254900O45TSIT1W1SH19,KUMPULAN SENTIASA CEMERLANG SDN. BHD.,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,SG,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.9122,SG,0.9122,0.8357,SG;US;DE,0.9122;0.0765;0.0084,,,,,0.0,,,,,,,Kuala Lumpur,1.3976854846715725,0,0,0,1,1,0,0
254900EJRDV262VPN135,KWANTAS CORPORATION BERHAD,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,DE,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.5719,DE,0.5719,0.2466,DE;GB;OFFSHORE,0.5719;0.3253;0.0905,,,,,0.0,,,,,,,Kota Kinabalu,1.3976854846715725,0,0,0,1,1,0,0
