host_country,lei,legal_name,entity_country,direct_parent_lei,direct_parent_name,direct_parent_country,ultimate_parent_lei,ultimate_parent_name,ultimate_parent_country,chain_parent_lei,chain_parent_name,chain_parent_country,chain_parent_relationship_type,uie_lei,uie_name,uie_country,uie_source,evidence_tier,uie_confidence,is_known_uie,is_inferred_uie,is_non_consolidating,exception_reason,matched_parent_lei,matched_parent_name,matched_parent_country,brand_token,match_score,inferred_parent_lei,address_parent_name,address_parent_country,confidence,predicted_parent_country,prediction_probability,confidence_gap,top3_countries,top3_probabilities,ctos_registered_malaysia,ctos_name,ctos_registration_no,ctos_match_score,ctos_match_method,ctos_url,override_reason,source_url,source_note
SG,5493009LPC7R0RU0OU20,AP CREDIT SOLUTIONS VIII PTE. LTD.,SG,,,,,,,,,,,254900ZUNKK1AHY5TD21,General Atlantic Singapore Fund Pte. Ltd.,SG,phase2_address_cluster,D_address_cluster,0.6,0,1,0,NATURAL_PERSONS,,,,,,254900ZUNKK1AHY5TD21,General Atlantic Singapore Fund Pte. Ltd.,SG,0.6,DE,0.4574,0.2907,DE;HK;US,0.4574;0.1667;0.0976,0,,,,,,,,
SG,254900TY5TQTVEQ4WS69,AP CSIP - 7 PTE. LTD.,SG,,,,,,,,,,,335800R6OF8UV8J3G994,AEGIS LOGISTICS LIMITED,IN,phase2_address_cluster,D_address_cluster,0.6,0,1,1,NON_CONSOLIDATING,,,,,,335800R6OF8UV8J3G994,AEGIS LOGISTICS LIMITED,IN,0.6,MIDEAST_AFRICA,0.2959,0.0217,MIDEAST_AFRICA;EUROPE;GB,0.2959;0.2742;0.1655,0,,,,,,,,
SG,254900RPHQ5VMDG6B761,AP GH Holdings Singapore Pte. Ltd.,SG,,,,,,,,,,,254900ZUNKK1AHY5TD21,General Atlantic Singapore Fund Pte. Ltd.,SG,phase2_address_cluster,D_address_cluster,0.6,0,1,1,NON_CONSOLIDATING,,,,,,254900ZUNKK1AHY5TD21,General Atlantic Singapore Fund Pte. Ltd.,SG,0.6,SG,0.2723,0.0478,SG;GB;DE,0.2723;0.2245;0.1361,0,,,,,,,,
SG,254900CTOPVDNPZPEF02,AP GLOBAL STRATEGIES FUND II,SG,,,,,,,,,,,549300UW4UH6XT2X8C50,BANK OF THE PHIL. ISLANDS,PH,phase2_address_cluster,D_address_cluster,0.6,0,1,1,NON_CONSOLIDATING,,,,,,549300UW4UH6XT2X8C50,BANK OF THE PHIL. ISLANDS,PH,0.6,JE,0.3465,0.04,JE;GB;OFFSHORE,0.3465;0.3066;0.2081,0,,,,,,,,
SG,254900QWH0J4M8UOHR96,AP GLOBAL STRATEGIES VCC,SG,,,,,,,,,,,549300UW4UH6XT2X8C50,BANK OF THE PHIL. ISLANDS,PH,phase2_address_cluster,D_address_cluster,0.6,0,1,1,NON_CONSOLIDATING,,,,,,549300UW4UH6XT2X8C50,BANK OF THE PHIL. ISLANDS,PH,0.6,GB,0.6402,0.4258,GB;SG;KY,0.6402;0.2143;0.1037,0,,,,,,,,
SG,254900W8SRDQ6RBEVA38,AP Global Strategies Fund I,SG,,,,,,,,,,,549300UW4UH6XT2X8C50,BANK OF THE PHIL. ISLANDS,PH,phase2_address_cluster,D_address_cluster,0.6,0,1,1,NON_CONSOLIDATING,,,,,,549300UW4UH6XT2X8C50,BANK OF THE PHIL. ISLANDS,PH,0.6,GB,0.8473,0.7631,GB;OTHER;KY,0.8473;0.0842;0.0452,0,,,,,,,,
SG,254900V7OAF7E9TNK886,AP II Donnager Pte. Ltd.,SG,,,,,,,,,,,635400ZM7HW3CXPHA583,St. James's Place International Public Limited Company,IE,phase2_address_cluster,D_address_cluster,0.6,0,1,1,NON_CONSOLIDATING,,,,,,635400ZM7HW3CXPHA583,St. James's Place International Public Limited Company,IE,0.6,KY,0.4963,0.1582,KY;DE;SG,0.4963;0.338;0.0604,0,,,,,,,,
SG,5493007TN7N1REK2OL46,AP PELICAN PTE. LTD.,SG,,,,,,,,,,,254900ZUNKK1AHY5TD21,General Atlantic Singapore Fund Pte. Ltd.,SG,phase2_address_cluster,D_address_cluster,0.6,0,1,0,NATURAL_PERSONS,,,,,,254900ZUNKK1AHY5TD21,General Atlantic Singapore Fund Pte. Ltd.,SG,0.6,IN,0.4202,0.1704,IN;US;EUROPE,0.4202;0.2498;0.1212,0,,,,,,,,
SG,984500E905AC87E0C711,APAC EQUITY MANAGEMENT PTE. LTD.,SG,,,,,,,,,,,213800WUJ9Y7IBYU8D72,GOLDEN ENERGY AND RESOURCES PTE. LTD.,SG,phase2_address_cluster,D_address_cluster,0.6,0,1,0,NO_KNOWN_PERSON,,,,,,213800WUJ9Y7IBYU8D72,GOLDEN ENERGY AND RESOURCES PTE. LTD.,SG,0.6,GB,0.9303,0.8961,GB;SG;US,0.9303;0.0343;0.0109,0,,,,,,,,
SG,254900TKMV6WCL29BT13,APAC FAMILY OFFICE PTE. LIMITED,SG,,,,,,,,,,,213800WUJ9Y7IBYU8D72,GOLDEN ENERGY AND RESOURCES PTE. LTD.,SG,phase2_address_cluster,D_address_cluster,0.6,0,1,0,NATURAL_PERSONS,,,,,,213800WUJ9Y7IBYU8D72,GOLDEN ENERGY AND RESOURCES PTE. LTD.,SG,0.6,GB,0.5669,0.3678,GB;SG;US,0.5669;0.1992;0.0777,0,,,,,,,,
SG,9845008AF8CDFB7C9E04,APAC FX STRATEGIES FUND,SG,,,,,,,,,,,213800WUJ9Y7IBYU8D72,GOLDEN ENERGY AND RESOURCES PTE. LTD.,SG,phase2_address_cluster,D_address_cluster,0.6,0,1,0,NO_KNOWN_PERSON,,,,,,213800WUJ9Y7IBYU8D72,GOLDEN ENERGY AND RESOURCES PTE. LTD.,SG,0.6,SG,0.4926,0.2358,SG;KY;IN,0.4926;0.2568;0.1036,0,,,,,,,,
SG,98450085B014CA373895,APAC LNG INVESTMENTS PTE. LTD.,SG,,,,,,,,,,,254900FTKTS7C9J1CO79,AELIUS INVESTMENTS PTE. LTD.,SG,phase2_address_cluster,D_address_cluster,0.6,0,1,1,NON_CONSOLIDATING,,,,,,254900FTKTS7C9J1CO79,AELIUS INVESTMENTS PTE. LTD.,SG,0.6,DE,0.2448,0.0597,DE;SG;US,0.2448;0.1852;0.1751,0,,,,,,,,
SG,254900LHUUFFP1OP6680,APAC Sustainable Infrastructure Fund Pte. Ltd,SG,,,,,,,,,,,5493000MJF3UCGLCJG03,"Green Branches Investment, L.P.",KY,phase2_address_cluster,D_address_cluster,0.6,0,1,1,NON_CONSOLIDATING,,,,,,5493000MJF3UCGLCJG03,"Green Branches Investment, L.P.",KY,0.6,SG,0.3474,0.0423,SG;GB;OTHER,0.3474;0.3051;0.2621,0,,,,,,,,
SG,254900HOJ14X0Z7NT130,APCF MEGATRENDS SINGAPORE PTE. LTD.,SG,,,,,,,,,,,52990088V2922OUKG877,"BlueEarth SF Global Impact Fund, S.C.A., SICAV-RAIF",LU,phase2_address_cluster,D_address_cluster,0.6,0,1,1,NON_CONSOLIDATING,,,,,,52990088V2922OUKG877,"BlueEarth SF Global Impact Fund, S.C.A., SICAV-RAIF",LU,0.6,GB,0.6267,0.4304,GB;US;MY,0.6267;0.1963;0.0506,0,,,,,,,,
SG,254900LOOKASHYMVVJ19,APCF SG 1 PTE. LTD.,SG,,,,,,,,,,,52990088V2922OUKG877,"BlueEarth SF Global Impact Fund, S.C.A., SICAV-RAIF",LU,phase2_address_cluster,D_address_cluster,0.6,0,1,0,NO_LEI,,,,,,52990088V2922OUKG877,"BlueEarth SF Global Impact Fund, S.C.A., SICAV-RAIF",LU,0.6,DE,0.7791,0.7029,DE;IN;KY,0.7791;0.0762;0.0634,0,,,,,,,,
SG,254900YP7WOOIUTAG660,APEIRON AGROCOMMODITIES PTE. LTD.,SG,,,,,,,,,,,254900LTRS6XAV1DNT70,PT. Batavia Prosperindo Internasional TBK,ID,phase2_address_cluster,D_address_cluster,0.6,0,1,0,NATURAL_PERSONS,,,,,,254900LTRS6XAV1DNT70,PT. Batavia Prosperindo Internasional TBK,ID,0.6,SG,0.5407,0.2906,SG;IN;US,0.5407;0.25;0.0582,0,,,,,,,,
SG,254900N9VGWLX0MO2T14,APEX FRONTIER PTE. LTD.,SG,,,,,,,,,,,549300ONES3WQ9KY7P17,"StarTek, Inc.",US,phase2_address_cluster,D_address_cluster,0.6,0,1,0,NO_LEI,,,,,,549300ONES3WQ9KY7P17,"StarTek, Inc.",US,0.6,US,0.3939,0.006,US;GB;KY,0.3939;0.3879;0.1099,0,,,,,,,,
SG,9845001AF4D046C9B531,APG PREMIUM HOLDINGS PTE. LTD.,SG,,,,,,,,,,,335800O4LIWBYR9CIY46,INFOCEPTS TECHNOLOGIES PRIVATE LIMITED,IN,phase2_address_cluster,D_address_cluster,0.6,0,1,0,NO_KNOWN_PERSON,,,,,,335800O4LIWBYR9CIY46,INFOCEPTS TECHNOLOGIES PRIVATE LIMITED,IN,0.6,SG,0.2271,0.022,SG;US;DE,0.2271;0.2051;0.1114,0,,,,,,,,
SG,98450067EE0961FE8074,APG PREMIUM HOMES PTE. LTD.,SG,,,,,,,,,,,96950077L0TN7BAROX36,CAPGEMINI,FR,phase2_address_cluster,D_address_cluster,0.6,0,1,1,NON_CONSOLIDATING,,,,,,96950077L0TN7BAROX36,CAPGEMINI,FR,0.6,DE,0.7602,0.6685,DE;KY;US,0.7602;0.0917;0.0547,0,,,,,,,,
SG,98450087AFE48F9RFC47,APIS GROWTH FUND III (LEONIDAS) PTE. LTD.,SG,,,,,,,,,,,335800R6OF8UV8J3G994,AEGIS LOGISTICS LIMITED,IN,phase2_address_cluster,D_address_cluster,0.6,0,1,1,NON_CONSOLIDATING,,,,,,335800R6OF8UV8J3G994,AEGIS LOGISTICS LIMITED,IN,0.6,JE,0.9912,0.9878,JE;GB;US,0.9912;0.0035;0.0022,0,,,,,,,,
SG,25490079BNYR56SLX649,APIS GROWTH II (HIBISCUS) PTE. LTD.,SG,,,,,,,,,,,335800GA1YN8NAGS8V55,EDELWEISS FINANCIAL SERVICES LIMITED,IN,phase2_address_cluster,D_address_cluster,0.6,0,1,1,NON_CONSOLIDATING,,,,,,335800GA1YN8NAGS8V55,EDELWEISS FINANCIAL SERVICES LIMITED,IN,0.6,JE,0.4075,0.0282,JE;DE;HK,0.4075;0.3793;0.0706,0,,,,,,,,
SG,254900VB2RS3ED8L4248,APIS GROWTH II (MIMOSA) PTE. LTD.,SG,,,,,,,,,,,335800GA1YN8NAGS8V55,EDELWEISS FINANCIAL SERVICES LIMITED,IN,phase2_address_cluster,D_address_cluster,0.6,0,1,1,NON_CONSOLIDATING,,,,,,335800GA1YN8NAGS8V55,EDELWEISS FINANCIAL SERVICES LIMITED,IN,0.6,GB,0.4222,0.1559,GB;SG;DE,0.4222;0.2663;0.1411,0,,,,,,,,
SG,254900XS7TKCYS7K8J96,APIS GROWTH II (ROSE) PTE. LTD.,SG,,,,,,,,,,,335800R6OF8UV8J3G994,AEGIS LOGISTICS LIMITED,IN,phase2_address_cluster,D_address_cluster,0.6,0,1,1,NON_CONSOLIDATING,,,,,,335800R6OF8UV8J3G994,AEGIS LOGISTICS LIMITED,IN,0.6,GB,0.4,0.0175,GB;DE;US,0.4;0.3825;0.0683,0,,,,,,,,
SG,2549002FEDJKTISCJV28,APL REALTY HOLDINGS PTE. LTD.,SG,,,,,,,,,,,213800YCDIODNYQ3KN91,CHURCHILL CAPITAL LTD.,BM,phase2_address_cluster,D_address_cluster,0.6,0,1,1,NON_CONSOLIDATING,,,,,,213800YCDIODNYQ3KN91,CHURCHILL CAPITAL LTD.,BM,0.6,US,0.5745,0.485,US;GB;KY,0.5745;0.0895;0.0875,0,,,,,,,,
SG,5493009PQCUCK0D1SX91,APN FUNDS MANAGEMENT (ASIA) PTE. LTD.,SG,,,,,,,,,,,U4LOSYZ7YG4W3S5F2G91,STANDARD CHARTERED PLC,GB,phase2_address_cluster,D_address_cluster,0.6,0,1,0,,,,,,,U4LOSYZ7YG4W3S5F2G91,STANDARD CHARTERED PLC,GB,0.6,GB,0.9599,0.9457,GB;DE;AU,0.9599;0.0142;0.0067,0,,,,,,,,
SG,549300BHPBO73P1KYR07,APOLLO ASIA RE II SINGAPORE VI PTE. LTD.,SG,,,,,,,,,,,254900ZUNKK1AHY5TD21,General Atlantic Singapore Fund Pte. Ltd.,SG,phase2_address_cluster,D_address_cluster,0.6,0,1,0,NATURAL_PERSONS,,,,,,254900ZUNKK1AHY5TD21,General Atlantic Singapore Fund Pte. Ltd.,SG,0.6,US,0.4517,0.2771,US;KY;GB,0.4517;0.1746;0.14,0,,,,,,,,
SG,5493004VIF1E03F55Y34,APOLLO ASIA RE SINGAPORE I PTE. LTD.,SG,,,,,,,,,,,254900ZUNKK1AHY5TD21,General Atlantic Singapore Fund Pte. Ltd.,SG,phase2_address_cluster,D_address_cluster,0.6,0,1,0,NATURAL_PERSONS,,,,,,254900ZUNKK1AHY5TD21,General Atlantic Singapore Fund Pte. Ltd.,SG,0.6,DE,0.4127,0.0633,DE;US;KY,0.4127;0.3494;0.0896,0,,,,,,,,
SG,5493003K677PV0YS2N93,APOLLO ASIA RE SINGAPORE II PTE. LTD.,SG,,,,,,,,,,,335800O4LIWBYR9CIY46,INFOCEPTS TECHNOLOGIES PRIVATE LIMITED,IN,phase2_address_cluster,D_address_cluster,0.6,0,1,0,NATURAL_PERSONS,,,,,,335800O4LIWBYR9CIY46,INFOCEPTS TECHNOLOGIES PRIVATE LIMITED,IN,0.6,US,0.6491,0.5288,US;KY;DE,0.6491;0.1203;0.1148,0,,,,,,,,
SG,549300IZIOKJK0CR3P34,APOLLO ASIA RE SINGAPORE III PTE. LTD.,SG,,,,,,,,,,,254900ZUNKK1AHY5TD21,General Atlantic Singapore Fund Pte. Ltd.,SG,phase2_address_cluster,D_address_cluster,0.6,0,1,0,NATURAL_PERSONS,,,,,,254900ZUNKK1AHY5TD21,General Atlantic Singapore Fund Pte. Ltd.,SG,0.6,US,0.7062,0.5837,US;KY;DE,0.7062;0.1225;0.0704,0,,,,,,,,
SG,549300NR825VJELHL255,APOLLO MANAGEMENT SINGAPORE PTE. LTD.,SG,,,,,,,,,,,254900ZUNKK1AHY5TD21,General Atlantic Singapore Fund Pte. Ltd.,SG,phase2_address_cluster,D_address_cluster,0.6,0,1,0,NATURAL_PERSONS,,,,,,254900ZUNKK1AHY5TD21,General Atlantic Singapore Fund Pte. Ltd.,SG,0.6,US,0.2686,0.0818,US;DE;EUROPE,0.2686;0.1868;0.1571,0,,,,,,,,
SG,2549003ZBE7F9YGXPK22,APPC CAPITAL SINGAPORE PRIVATE LIMITED,SG,,,,,,,,,,,254900IR9HDUSILGFP37,LGT INVESTMENT HOLDING (SINGAPORE) PTE. LTD.,SG,phase2_address_cluster,D_address_cluster,0.6,0,1,1,NON_CONSOLIDATING,,,,,,254900IR9HDUSILGFP37,LGT INVESTMENT HOLDING (SINGAPORE) PTE. LTD.,SG,0.6,US,0.8454,0.7855,US;GB;KY,0.8454;0.0599;0.0294,0,,,,,,,,
SG,984500A811N000LFD920,APPMONTIZE MEDIA PTE. LTD.,SG,,,,,,,,,,,353800EGG77PDFE4PS12,三田証券株式会社,JP,phase2_address_cluster,D_address_cluster,0.6,0,1,0,NATURAL_PERSONS,,,,,,353800EGG77PDFE4PS12,三田証券株式会社,JP,0.6,JE,0.5978,0.3628,JE;VG;US,0.5978;0.235;0.055,0,,,,,,,,
SG,549300T7Q3G3LP4DSY03,APPROVED ENERGY (SINGAPORE) PTE. LTD.,SG,,,,,,,,,,,5493000V36FYIZGTZL53,AXICORP FINANCIAL SERVICES PTY LTD,AU,phase2_address_cluster,D_address_cluster,0.6,0,1,0,NO_LEI,,,,,,5493000V36FYIZGTZL53,AXICORP FINANCIAL SERVICES PTY LTD,AU,0.6,US,0.7513,0.6931,US;KY;IN,0.7513;0.0582;0.0378,0,,,,,,,,
SG,549300O38OW7M6DPFT72,APREF MASTER HOLDCO PTE. LTD.,SG,,,,,,,,,,,52990088V2922OUKG877,"BlueEarth SF Global Impact Fund, S.C.A., SICAV-RAIF",LU,phase2_address_cluster,D_address_cluster,0.6,0,1,1,NON_CONSOLIDATING,,,,,,52990088V2922OUKG877,"BlueEarth SF Global Impact Fund, S.C.A., SICAV-RAIF",LU,0.6,DE,0.8182,0.767,DE;US;SG,0.8182;0.0512;0.0384,0,,,,,,,,
SG,254900RT6N9Q5Z153X23,APRIL International Enterprise Pte. Ltd.,SG,,,,,,,,,,,213800JSZ2UUK4QQK694,"Публичное акционерное общество ""Акционерная финансовая корпорация ""Система""",RU,phase2_address_cluster,D_address_cluster,0.6,0,1,0,NON_PUBLIC,,,,,,213800JSZ2UUK4QQK694,"Публичное акционерное общество ""Акционерная финансовая корпорация ""Система""",RU,0.6,DE,0.2908,0.0938,DE;IN;AU,0.2908;0.197;0.1053,0,,,,,,,,
SG,254900H2U7DUEXQAGO93,APRONS MACRO FUND,SG,,,,,,,,,,,213800JUUB6Z5G73OS85,CZARNIKOW GROUP LIMITED,GB,phase2_address_cluster,D_address_cluster,0.6,0,1,1,NON_CONSOLIDATING,,,,,,213800JUUB6Z5G73OS85,CZARNIKOW GROUP LIMITED,GB,0.6,KY,0.9399,0.9095,KY;GB;JE,0.9399;0.0304;0.021,0,,,,,,,,
SG,254900U1FPYT0VAHAQ94,APTT Management Pte. Limited,SG,,,,,,,,,,,52990088V2922OUKG877,"BlueEarth SF Global Impact Fund, S.C.A., SICAV-RAIF",LU,phase2_address_cluster,D_address_cluster,0.6,0,1,0,NATURAL_PERSONS,,,,,,52990088V2922OUKG877,"BlueEarth SF Global Impact Fund, S.C.A., SICAV-RAIF",LU,0.6,IN,0.4026,0.1735,IN;VG;US,0.4026;0.2291;0.1127,0,,,,,,,,
SG,87550095AQ1ZS03WOR72,AQUA NOVA INVESTMENT HOLDINGS PTE. LTD.,SG,,,,,,,,,,,254900TX1I7XRA6Z7C26,ESR INDIA INVESTOR PTE. LTD.,SG,phase2_address_cluster,D_address_cluster,0.6,0,1,1,NON_CONSOLIDATING,,,,,,254900TX1I7XRA6Z7C26,ESR INDIA INVESTOR PTE. LTD.,SG,0.6,US,0.6824,0.5794,US;DE;GB,0.6824;0.103;0.0594,0,,,,,,,,
SG,25490094U5W6605BJD10,AQUILO HOLDINGS PTE. LTD.,SG,,,,,,,,,,,254900EMDPPO4B3OCU96,Rhodes Holding II S. à r.l.,LU,phase2_address_cluster,D_address_cluster,0.6,0,1,0,NO_LEI,,,,,,254900EMDPPO4B3OCU96,Rhodes Holding II S. à r.l.,LU,0.6,KY,0.3022,0.0379,KY;US;IN,0.3022;0.2643;0.1681,0,,,,,,,,
SG,2549002ELHN874A91967,AQUILO HOUSE PTE. LTD.,SG,,,,,,,,,,,254900EMDPPO4B3OCU96,Rhodes Holding II S. à r.l.,LU,phase2_address_cluster,D_address_cluster,0.6,0,1,0,NO_LEI,,,,,,254900EMDPPO4B3OCU96,Rhodes Holding II S. à r.l.,LU,0.6,US,0.6063,0.5161,US;ASIA_OTHER;GB,0.6063;0.0901;0.0681,0,,,,,,,,
SG,254900NWBXCKUAIQ1Z63,AR 2 INVESTMENT PTE. LTD.,SG,,,,,,,,,,,549300UPDZDDBP4KEF55,PAG Real Estate Asia Select Fund Limited,KY,phase2_address_cluster,D_address_cluster,0.6,0,1,1,NON_CONSOLIDATING,,,,,,549300UPDZDDBP4KEF55,PAG Real Estate Asia Select Fund Limited,KY,0.6,US,0.3642,0.0319,US;DE;KY,0.3642;0.3323;0.1207,0,,,,,,,,
SG,2549007FETOC7M2GZT13,AR 4 INVESTMENT VCC,SG,,,,,,,,,,,549300UPDZDDBP4KEF55,PAG Real Estate Asia Select Fund Limited,KY,phase2_address_cluster,D_address_cluster,0.6,0,1,1,NON_CONSOLIDATING,,,,,,549300UPDZDDBP4KEF55,PAG Real Estate Asia Select Fund Limited,KY,0.6,KY,0.3798,0.1989,KY;DE;EUROPE,0.3798;0.1809;0.1475,0,,,,,,,,
SG,984500149AE44657E029,ARA METALS & MINERALS PTE. LTD.,SG,,,,,,,,,,,300300E183VYHWLXSZ92,佛燃能源集团股份有限公司,CN,phase2_address_cluster,D_address_cluster,0.6,0,1,0,NATURAL_PERSONS,,,,,,300300E183VYHWLXSZ92,佛燃能源集团股份有限公司,CN,0.6,US,0.3871,0.0466,US;DE;GB,0.3871;0.3405;0.0657,0,,,,,,,,
SG,25490090RBPFQ2AQX990,ARA REAL ESTATE INVESTORS 23 PTE. LTD.,SG,,,,,,,,,,,5493008TDGYRVB84CI90,PAYPAL PAYMENT HOLDINGS PTE. LTD.,SG,phase2_address_cluster,D_address_cluster,0.6,0,1,1,NON_CONSOLIDATING,,,,,,5493008TDGYRVB84CI90,PAYPAL PAYMENT HOLDINGS PTE. LTD.,SG,0.6,GB,0.3845,0.0414,GB;SG;DE,0.3845;0.3431;0.1376,0,,,,,,,,
SG,25490000AYBNN2V8NV42,ARA US Hospitality Management Trust,SG,,,,,,,,,,,5493008TDGYRVB84CI90,PAYPAL PAYMENT HOLDINGS PTE. LTD.,SG,phase2_address_cluster,D_address_cluster,0.6,0,1,0,NO_LEI,,,,,,5493008TDGYRVB84CI90,PAYPAL PAYMENT HOLDINGS PTE. LTD.,SG,0.6,JE,0.9959,0.9944,JE;SG;US,0.9959;0.0015;0.0007,0,,,,,,,,
SG,254900QPJIKWRAGBPU83,ARA US Hospitality Property Trust,SG,,,,,,,,,,,5493008TDGYRVB84CI90,PAYPAL PAYMENT HOLDINGS PTE. LTD.,SG,phase2_address_cluster,D_address_cluster,0.6,0,1,0,NO_LEI,,,,,,5493008TDGYRVB84CI90,PAYPAL PAYMENT HOLDINGS PTE. LTD.,SG,0.6,SG,0.6485,0.5559,SG;US;IN,0.6485;0.0926;0.0592,0,,,,,,,,
SG,254900DUGETCTVU64G46,ARAGORN HOLDING COMPANY TWO PTE. LTD.,SG,,,,,,,,,,,213800YCDIODNYQ3KN91,CHURCHILL CAPITAL LTD.,BM,phase2_address_cluster,D_address_cluster,0.6,0,1,0,NO_KNOWN_PERSON,,,,,,213800YCDIODNYQ3KN91,CHURCHILL CAPITAL LTD.,BM,0.6,NO,0.4395,0.1785,NO;US;GB,0.4395;0.261;0.0794,0,,,,,,,,
SG,254900AYU3WZ49WX7T66,ARAVALI GLOBAL ARBITRAGE MASTER FUND VCC,SG,,,,,,,,,,,213800WUJ9Y7IBYU8D72,GOLDEN ENERGY AND RESOURCES PTE. LTD.,SG,phase2_address_cluster,D_address_cluster,0.6,0,1,1,NON_CONSOLIDATING,,,,,,213800WUJ9Y7IBYU8D72,GOLDEN ENERGY AND RESOURCES PTE. LTD.,SG,0.6,US,0.4511,0.2611,US;GB;SG,0.4511;0.19;0.0916,0,,,,,,,,
SG,549300O3744YD6X67R98,ARAVALI GLOBAL INVESTMENT PTE. LTD.,SG,,,,,,,,,,,213800WUJ9Y7IBYU8D72,GOLDEN ENERGY AND RESOURCES PTE. LTD.,SG,phase2_address_cluster,D_address_cluster,0.6,0,1,0,NO_KNOWN_PERSON,,,,,,213800WUJ9Y7IBYU8D72,GOLDEN ENERGY AND RESOURCES PTE. LTD.,SG,0.6,JE,0.4647,0.2477,JE;US;SG,0.4647;0.217;0.0577,0,,,,,,,,
SG,254900Z8RIWLKMM5O929,ARAVALI GLOBAL MACRO MASTER FUND VCC,SG,,,,,,,,,,,213800WUJ9Y7IBYU8D72,GOLDEN ENERGY AND RESOURCES PTE. LTD.,SG,phase2_address_cluster,D_address_cluster,0.6,0,1,1,NON_CONSOLIDATING,,,,,,213800WUJ9Y7IBYU8D72,GOLDEN ENERGY AND RESOURCES PTE. LTD.,SG,0.6,US,0.3841,0.2582,US;KY;GB,0.3841;0.1259;0.1249,0,,,,,,,,
SG,984500EP1F57A0C0A597,ARBORVALE CAPITAL PTE. LTD.,SG,,,,,,,,,,,213800JUUB6Z5G73OS85,CZARNIKOW GROUP LIMITED,GB,phase2_address_cluster,D_address_cluster,0.6,0,1,0,NATURAL_PERSONS,,,,,,213800JUUB6Z5G73OS85,CZARNIKOW GROUP LIMITED,GB,0.6,VG,0.4558,0.1238,VG;IN;US,0.4558;0.332;0.088,0,,,,,,,,
SG,2549007UKA8O1AUBBF52,ARC ENERGY TRADING PTE. LTD.,SG,,,,,,,,,,,2549003KYLOH4VR28A07,PETREDEC HOLDINGS PTE. LTD.,SG,phase2_address_cluster,D_address_cluster,0.6,0,1,0,NO_KNOWN_PERSON,,,,,,2549003KYLOH4VR28A07,PETREDEC HOLDINGS PTE. LTD.,SG,0.6,KY,0.2466,0.0354,KY;US;DE,0.2466;0.2113;0.1545,0,,,,,,,,
SG,9845006051D18577F126,ARCADE PLAZA TRADERS PTE LTD,SG,,,,,,,,,,,335800EQP78LTJ76DZ82,MRF LIMITED,IN,phase2_address_cluster,D_address_cluster,0.6,0,1,1,NON_CONSOLIDATING,,,,,,335800EQP78LTJ76DZ82,MRF LIMITED,IN,0.6,DE,0.4885,0.1844,DE;GB;HK,0.4885;0.3041;0.047,0,,,,,,,,
SG,254900Z4YGCLYMP6A375,ARCADIA SOLUTIONS PTE. LTD.,SG,,,,,,,,,,,549300393KL8JIDTTV54,YINSON PRODUCTION OFFSHORE PTE. LTD.,SG,phase2_address_cluster,D_address_cluster,0.6,0,1,1,NON_CONSOLIDATING,,,,,,549300393KL8JIDTTV54,YINSON PRODUCTION OFFSHORE PTE. LTD.,SG,0.6,DE,0.428,0.1214,DE;IN;VG,0.428;0.3065;0.0782,0,,,,,,,,
SG,9845000EFL41B4BACC43,ARCANE CAPITAL ADVISORS PTE. LTD.,SG,,,,,,,,,,,52990088V2922OUKG877,"BlueEarth SF Global Impact Fund, S.C.A., SICAV-RAIF",LU,phase2_address_cluster,D_address_cluster,0.6,0,1,0,NATURAL_PERSONS,,,,,,52990088V2922OUKG877,"BlueEarth SF Global Impact Fund, S.C.A., SICAV-RAIF",LU,0.6,GB,0.4348,0.2792,GB;SG;US,0.4348;0.1555;0.1064,0,,,,,,,,
SG,2549002I1P86KJL2HC45,ARCHIPEL VCC,SG,,,,,,,,,,,969500B68YMI4ZG02819,C F E B SISLEY,FR,phase2_address_cluster,D_address_cluster,0.6,0,1,1,NON_CONSOLIDATING,,,,,,969500B68YMI4ZG02819,C F E B SISLEY,FR,0.6,GB,0.7211,0.4861,GB;KY;EUROPE,0.7211;0.235;0.0158,0,,,,,,,,
SG,254900B5L523BQ5MGA81,ARCHIPELAGO INVESTMENT PTE LTD,SG,,,,,,,,,,,254900CBOBJXZV93MP29,CAPITALAND INDIA LOGISTICS II PTE. LTD.,SG,phase2_address_cluster,D_address_cluster,0.6,0,1,1,NON_CONSOLIDATING,,,,,,254900CBOBJXZV93MP29,CAPITALAND INDIA LOGISTICS II PTE. LTD.,SG,0.6,IN,0.5157,0.369,IN;HK;SG,0.5157;0.1467;0.0958,0,,,,,,,,
SG,549300L9M76XNMJYWB14,ARCHMED PTE. LTD.,SG,,,,,,,,,,,254900N4SLUMW4XUYY11,騰訊控股有限公司,KY,phase2_address_cluster,D_address_cluster,0.6,0,1,1,NON_CONSOLIDATING,,,,,,254900N4SLUMW4XUYY11,騰訊控股有限公司,KY,0.6,NL,0.6193,0.4339,NL;KY;CH,0.6193;0.1854;0.0982,0,,,,,,,,
SG,254900JWUOY97O0KWJ94,ARDOR HOLDINGS II PTE. LTD.,SG,,,,,,,,,,,5493000MJF3UCGLCJG03,"Green Branches Investment, L.P.",KY,phase2_address_cluster,D_address_cluster,0.6,0,1,1,NON_CONSOLIDATING,,,,,,5493000MJF3UCGLCJG03,"Green Branches Investment, L.P.",KY,0.6,GB,0.7604,0.6825,GB;KY;US,0.7604;0.0779;0.05,0,,,,,,,,
